T(K),P(bar),"H2O,wt%"
1350.12,1000.0,0.0
1352.66,1000.0,0.0
1355.2,1000.0,0.0
1357.75,1000.0,0.0
1360.29,1000.0,0.0
1362.83,1000.0,0.0
1365.37,1000.0,0.0
1367.92,1000.0,0.0
1370.46,1000.0,0.0
1373.0,1000.0,0.0
1375.54,1000.0,0.0
1378.08,1000.0,0.0
1380.63,1000.0,0.0
1383.17,1000.0,0.0
1385.71,1000.0,0.0
1388.25,1000.0,0.0
1390.8,1000.0,0.0
1393.34,1000.0,0.0
1395.88,1000.0,0.0
1398.42,1000.0,0.0
1400.97,1000.0,0.0
1403.51,1000.0,0.0
1406.05,1000.0,0.0
1408.59,1000.0,0.0
1411.14,1000.0,0.0
1413.68,1000.0,0.0
1416.22,1000.0,0.0
1418.76,1000.0,0.0
1421.31,1000.0,0.0
1423.85,1000.0,0.0
1426.39,1000.0,0.0
1428.93,1000.0,0.0
1431.47,1000.0,0.0
1434.02,1000.0,0.0
1436.56,1000.0,0.0
1439.1,1000.0,0.0
1441.64,1000.0,0.0
1444.19,1000.0,0.0
1446.73,1000.0,0.0
1449.27,1000.0,0.0
1451.81,1000.0,0.0
1454.36,1000.0,0.0
1456.9,1000.0,0.0
1459.44,1000.0,0.0
1461.98,1000.0,0.0
1464.53,1000.0,0.0
1467.07,1000.0,0.0
1469.61,1000.0,0.0
1472.15,1000.0,0.0
1474.69,1000.0,0.0
1477.24,1000.0,0.0
1479.78,1000.0,0.0
1482.32,1000.0,0.0
1484.86,1000.0,0.0
1487.41,1000.0,0.0
1489.95,1000.0,0.0
1492.49,1000.0,0.0
1495.03,1000.0,0.0
1497.58,1000.0,0.0
1500.12,1000.0,0.0
1502.66,1000.0,0.0
1505.2,1000.0,0.0
1507.75,1000.0,0.0
1510.29,1000.0,0.0
1512.83,1000.0,0.0
1515.37,1000.0,0.0
1517.92,1000.0,0.0
1520.46,1000.0,0.0
1523.0,1000.0,0.0
1525.54,1000.0,0.0
1528.08,1000.0,0.0
1530.63,1000.0,0.0
1533.17,1000.0,0.0
1535.71,1000.0,0.0
1538.25,1000.0,0.0
1540.8,1000.0,0.0
1543.34,1000.0,0.0
1545.88,1000.0,0.0
1548.42,1000.0,0.0
1550.97,1000.0,0.0
1553.51,1000.0,0.0
1556.05,1000.0,0.0
1558.59,1000.0,0.0
1561.14,1000.0,0.0
1563.68,1000.0,0.0
1566.22,1000.0,0.0
1568.76,1000.0,0.0
1571.31,1000.0,0.0
1573.85,1000.0,0.0
1576.39,1000.0,0.0
1578.93,1000.0,0.0
1581.47,1000.0,0.0
1584.02,1000.0,0.0
1586.56,1000.0,0.0
1589.1,1000.0,0.0
1591.64,1000.0,0.0
1594.19,1000.0,0.0
1596.73,1000.0,0.0
1599.27,1000.0,0.0
1601.81,1000.0,0.0
1604.36,1000.0,0.0
1606.9,1000.0,0.0
1609.44,1000.0,0.0
1611.98,1000.0,0.0
1614.53,1000.0,0.0
1617.07,1000.0,0.0
1619.61,1000.0,0.0
1622.15,1000.0,0.0
1624.69,1000.0,0.0
1627.24,1000.0,0.0
1629.78,1000.0,0.0
1632.32,1000.0,0.0
1634.86,1000.0,0.0
1637.41,1000.0,0.0
1639.95,1000.0,0.0
1642.49,1000.0,0.0
1645.03,1000.0,0.0
1647.58,1000.0,0.0
1650.12,1000.0,0.0
1652.66,1000.0,0.0
1655.2,1000.0,0.0
1657.75,1000.0,0.0
1660.29,1000.0,0.0
1662.83,1000.0,0.0
1665.37,1000.0,0.0
1667.92,1000.0,0.0
1670.46,1000.0,0.0
1673.0,1000.0,0.0
473.0,1047.25,5.45711
475.542,1047.25,5.46518
478.085,1047.25,5.47579
480.627,1047.25,5.4865
483.169,1047.25,5.49115
485.712,1047.25,5.49974
488.254,1047.25,5.52025
490.797,1047.25,5.53095
493.339,1047.25,5.53772
495.881,1047.25,5.54779
498.424,1047.25,5.56257
500.966,1047.25,5.5628
503.508,1047.25,5.60334
506.051,1047.25,5.58693
508.593,1047.25,5.62216
511.136,1047.25,5.63446
513.678,1047.25,5.64336
516.22,1047.25,5.6554
518.763,1047.25,5.6715
521.305,1047.25,5.67592
523.847,1047.25,5.69075
526.39,1047.25,5.70557
528.932,1047.25,5.7199
531.475,1047.25,5.73047
534.017,1047.25,5.74928
536.559,1047.25,5.76347
539.102,1047.25,5.78052
541.644,1047.25,5.79572
544.186,1047.25,5.81184
546.729,1047.25,5.60218
549.271,1047.25,5.54336
551.814,1047.25,3.54646
554.356,1047.25,3.55866
556.898,1047.25,3.55973
559.441,1047.25,3.58225
561.983,1047.25,3.58165
564.525,1047.25,3.58067
567.068,1047.25,3.57951
569.61,1047.25,3.57857
572.153,1047.25,3.57731
574.695,1047.25,3.57605
577.237,1047.25,3.57284
579.78,1047.25,3.56426
582.322,1047.25,3.56392
584.864,1047.25,3.56363
587.407,1047.25,3.56329
589.949,1047.25,3.56284
592.492,1047.25,3.5626
595.034,1047.25,3.56211
597.576,1047.25,3.56191
600.119,1047.25,3.56145
602.661,1047.25,3.56109
605.203,1047.25,3.56043
607.746,1047.25,3.5604
610.288,1047.25,3.56044
612.831,1047.25,3.56036
615.373,1047.25,3.56032
617.915,1047.25,3.5603
620.458,1047.25,3.55898
623.0,1047.25,3.55109
625.542,1047.25,3.5427
628.085,1047.25,3.52428
630.627,1047.25,3.51418
633.169,1047.25,3.50343
635.712,1047.25,3.47978
638.254,1047.25,3.46678
640.797,1047.25,3.45294
643.339,1047.25,1.41831
645.881,1047.25,1.41969
648.424,1047.25,1.41674
650.966,1047.25,1.41411
653.508,1047.25,1.41156
656.051,1047.25,1.40897
658.593,1047.25,1.4059
661.136,1047.25,1.40377
663.678,1047.25,1.40155
666.22,1047.25,1.39618
668.763,1047.25,1.39136
671.305,1047.25,1.39162
673.847,1047.25,1.39091
676.39,1047.25,1.39017
678.932,1047.25,1.38461
681.475,1047.25,1.38363
684.017,1047.25,1.38126
686.559,1047.25,1.37896
689.102,1047.25,1.37662
691.644,1047.25,1.37232
694.186,1047.25,1.37172
696.729,1047.25,1.3693
699.271,1047.25,1.36647
701.814,1047.25,1.36425
704.356,1047.25,1.3614
706.898,1047.25,1.35778
709.441,1047.25,1.355
711.983,1047.25,1.35219
714.525,1047.25,1.35073
717.068,1047.25,1.34517
719.61,1047.25,1.34222
722.153,1047.25,1.33926
724.695,1047.25,1.33906
727.237,1047.25,1.33552
729.78,1047.25,1.33268
732.322,1047.25,1.32972
734.864,1047.25,1.32637
737.407,1047.25,1.32301
739.949,1047.25,1.31774
742.492,1047.25,1.31438
745.034,1047.25,1.31278
747.576,1047.25,1.30966
750.119,1047.25,1.30561
752.661,1047.25,1.30014
755.203,1047.25,1.29644
757.746,1047.25,1.29445
760.288,1047.25,1.29081
762.831,1047.25,1.28747
765.373,1047.25,1.28283
767.915,1047.25,1.27858
770.458,1047.25,1.27465
773.0,1047.25,1.27078
775.542,1047.25,1.26688
778.085,1047.25,1.26323
780.627,1047.25,1.25786
783.169,1047.25,1.25316
785.712,1047.25,1.24877
788.254,1047.25,1.24451
790.797,1047.25,1.24032
793.339,1047.25,1.23641
795.881,1047.25,1.23057
798.424,1047.25,1.22564
800.966,1047.25,1.22131
803.508,1047.25,1.21638
806.051,1047.25,1.21146
808.593,1047.25,1.20647
811.136,1047.25,1.20102
813.678,1047.25,1.19556
816.22,1047.25,1.19011
818.763,1047.25,1.18465
821.305,1047.25,1.17919
823.847,1047.25,1.17357
826.39,1047.25,1.16718
828.932,1047.25,1.16079
831.475,1047.25,1.15181
834.017,1047.25,1.14573
836.559,1047.25,1.13965
839.102,1047.25,1.13329
841.644,1047.25,1.12656
844.186,1047.25,1.11982
846.729,1047.25,1.11308
849.271,1047.25,1.10634
851.814,1047.25,1.09574
854.356,1047.25,1.09687
856.898,1047.25,1.08944
859.441,1047.25,1.08201
861.983,1047.25,1.07457
864.525,1047.25,1.06713
867.068,1047.25,1.0597
869.61,1047.25,1.05221
872.153,1047.25,1.044
874.695,1047.25,1.03578
877.237,1047.25,1.02757
879.78,1047.25,1.01935
882.322,1047.25,1.01113
884.864,1047.25,1.00284
887.407,1047.25,0.99373
889.949,1047.25,0.984621
892.492,1047.25,0.97551
895.034,1047.25,0.966398
897.576,1047.25,0.957284
900.119,1047.25,0.948141
902.661,1047.25,0.93811
905.203,1047.25,0.928076
907.746,1047.25,0.918041
910.288,1047.25,0.908003
912.831,1047.25,0.898661
915.373,1047.25,0.887965
917.915,1047.25,0.877029
920.458,1047.25,0.861358
923.0,1047.25,0.857615
925.542,1047.25,0.843283
928.085,1047.25,0.831467
930.627,1047.25,0.823984
933.169,1047.25,0.813696
935.712,1047.25,0.798149
938.254,1047.25,0.786147
940.797,1047.25,0.775333
943.339,1047.25,0.752894
945.881,1047.25,0.712066
948.424,1047.25,0.71008
950.966,1047.25,0.694863
953.508,1047.25,0.682222
956.051,1047.25,0.670207
958.593,1047.25,0.659708
961.136,1047.25,0.640457
963.678,1047.25,0.627061
966.22,1047.25,0.613936
968.763,1047.25,0.600684
971.305,1047.25,0.587428
973.847,1047.25,0.569036
976.39,1047.25,0.568951
978.932,1047.25,0.554712
981.475,1047.25,0.540468
984.017,1047.25,0.526862
986.559,1047.25,0.512611
989.102,1047.25,0.498211
991.644,1047.25,0.482945
994.186,1047.25,0.467675
996.729,1047.25,0.452399
999.271,1047.25,0.435776
